final
X	Y
14.1075 6.29926460117e-32
14.1225 4.97166736712e-32
14.1375 3.92233708201e-32
14.1525 3.09327405681e-32
14.1675 2.43849864867e-32
14.1825 1.92157470418e-32
14.1975 1.51364022068e-32
14.2125 1.19184197686e-32
14.2275 9.38091769718e-33
14.2425 7.38078583286e-33
14.2575 5.80484342591e-33
14.2725 4.56361547075e-33
14.2875 3.58639568865e-33
14.3025 2.81733174677e-33
14.3175 2.2123223082e-33
14.3325 1.73655855276e-33
14.3475 1.36257710111e-33
14.3625 1.06871858529e-33
14.3775 8.37907847405e-34
14.3925 6.56689046956e-34
14.4075 5.14462715208e-34
14.4225 4.02882733766e-34
14.4375 3.15379907395e-34
14.4525 2.46785706663e-34
14.4675 1.93035239457e-34
14.4825 1.50932862685e-34
14.4975 1.1796729865e-34
14.5125 9.21658591685e-35
14.5275 7.19795514777e-35
14.5425 5.61925603408e-35
14.5575 4.38509634041e-35
14.5725 3.42066157663e-35
14.5875 2.66729936027e-35
14.6025 2.07904622026e-35
14.6175 1.61989679617e-35
14.6325 1.26165761228e-35
14.6475 9.82260969017e-36
14.6625 7.64440844906e-36
14.6775 5.94693505267e-36
14.6925 4.62461931022e-36
14.7075 3.59496131111e-36
14.7225 2.79351613501e-36
14.7375 2.1699633827e-36
14.7525 1.68502817506e-36
14.7675 1.30807020845e-36
14.7825 1.01519677179e-36
14.7975 7.87786571012e-37
14.8125 6.1133554861e-37
14.8275 4.74555029307e-37
14.8425 3.6866757587e-37
14.8575 2.8685777402e-37
14.8725 2.23844471257e-37
14.8875 1.75548314987e-37
14.9025 1.38834199681e-37
14.9175 1.11312780037e-37
14.9325 9.11888058704e-38
14.9475 7.71468979849e-38
14.9625 6.82676830674e-38
14.9775 6.39690769605e-38
14.9925 6.39690618663e-38

